Index,Node,index_in_graph,node_id,meaning,category
17678,17679,,17679,Y03.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17679,17680,,17680,Y03.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17680,17681,,17681,Y03.7 Farm,Chapter XX External causes of morbidity and mortality
17681,17682,,17682,Y03.8 Other specified place,Chapter XX External causes of morbidity and mortality
17682,17683,,17683,Y03.89 Assault by crashing of motor vehicle: Other specified places: During unspecified activity,Chapter XX External causes of morbidity and mortality
17683,17684,,17684,Y03.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17684,17685,1756.0,17685,Y04 Assault by bodily force,Chapter XX External causes of morbidity and mortality
17685,17686,,17686,Y04.0 Home,Chapter XX External causes of morbidity and mortality
17686,17687,,17687,Y04.09 Assault by bodily force; Home; During unspecified activity,Chapter XX External causes of morbidity and mortality
17687,17688,,17688,Y04.1 Residential institution,Chapter XX External causes of morbidity and mortality
17688,17689,,17689,"Y04.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17689,17690,,17690,Y04.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17690,17691,,17691,Y04.4 Street and highway,Chapter XX External causes of morbidity and mortality
17691,17692,,17692,Y04.48 Assault by bodily force; Street and highway; While engaged in other specified activities,Chapter XX External causes of morbidity and mortality
17692,17693,,17693,Y04.49 Assault by bodily force; Street and highway; During unspecified activity,Chapter XX External causes of morbidity and mortality
17693,17694,,17694,Y04.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17694,17695,,17695,Y04.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17695,17696,,17696,Y04.7 Farm,Chapter XX External causes of morbidity and mortality
17696,17697,,17697,Y04.8 Other specified place,Chapter XX External causes of morbidity and mortality
17697,17698,,17698,Y04.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17698,17699,,17699,"Y04.99 Assault by bodily force, Unspecified place, During unspecified",Chapter XX External causes of morbidity and mortality
17699,17700,1757.0,17700,Y05 Sexual assault by bodily force,Chapter XX External causes of morbidity and mortality
17700,17701,,17701,Y05.0 Home,Chapter XX External causes of morbidity and mortality
17701,17702,,17702,Y05.1 Residential institution,Chapter XX External causes of morbidity and mortality
17702,17703,,17703,"Y05.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17703,17704,,17704,Y05.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17704,17705,,17705,Y05.4 Street and highway,Chapter XX External causes of morbidity and mortality
17705,17706,,17706,Y05.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17706,17707,,17707,Y05.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17707,17708,,17708,Y05.7 Farm,Chapter XX External causes of morbidity and mortality
17708,17709,,17709,Y05.8 Other specified place,Chapter XX External causes of morbidity and mortality
17709,17710,,17710,Y05.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17710,17711,,17711,Y06 Neglect and abandonment,Chapter XX External causes of morbidity and mortality
17711,17712,,17712,Y06.0 By spouse or partner,Chapter XX External causes of morbidity and mortality
17712,17713,,17713,Y06.1 By parent,Chapter XX External causes of morbidity and mortality
17713,17714,,17714,Y06.2 By acquaintance or friend,Chapter XX External causes of morbidity and mortality
17714,17715,,17715,Y06.8 By other specified persons,Chapter XX External causes of morbidity and mortality
17715,17716,,17716,Y06.9 By unspecified person,Chapter XX External causes of morbidity and mortality
17716,17717,1758.0,17717,Y07 Other maltreatment syndromes,Chapter XX External causes of morbidity and mortality
17717,17718,,17718,Y07.0 By spouse or partner,Chapter XX External causes of morbidity and mortality
17718,17719,,17719,Y07.1 By parent,Chapter XX External causes of morbidity and mortality
17719,17720,,17720,Y07.2 By acquaintance or friend,Chapter XX External causes of morbidity and mortality
17720,17721,,17721,Y07.3 By official authorities,Chapter XX External causes of morbidity and mortality
17721,17722,,17722,Y07.8 By other specified persons,Chapter XX External causes of morbidity and mortality
17722,17723,,17723,Y07.9 By unspecified person,Chapter XX External causes of morbidity and mortality
17723,17724,1759.0,17724,Y08 Assault by other specified means,Chapter XX External causes of morbidity and mortality
17724,17725,,17725,Y08.0 Home,Chapter XX External causes of morbidity and mortality
17725,17726,,17726,Y08.08 Assault by other specified means; Home; While engaged in other specified activities,Chapter XX External causes of morbidity and mortality
17726,17727,,17727,Y08.1 Residential institution,Chapter XX External causes of morbidity and mortality
17727,17728,,17728,"Y08.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17728,17729,,17729,Y08.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17729,17730,,17730,Y08.30 Assault by other specified means; Sports and athletics area; While engaged in sports activity,Chapter XX External causes of morbidity and mortality
17730,17731,,17731,Y08.4 Street and highway,Chapter XX External causes of morbidity and mortality
17731,17732,,17732,Y08.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17732,17733,,17733,Y08.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17733,17734,,17734,Y08.7 Farm,Chapter XX External causes of morbidity and mortality
17734,17735,,17735,Y08.8 Other specified place,Chapter XX External causes of morbidity and mortality
17735,17736,,17736,Y08.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17736,17737,,17737,Y08.98 Assault by other specified means; Unspecified place; While engaged in other specified activities,Chapter XX External causes of morbidity and mortality
17737,17738,,17738,Y08.99 Assault by other specified means: Unspecified place: During unspecified activity,Chapter XX External causes of morbidity and mortality
17738,17739,1760.0,17739,Y09 Assault by unspecified means,Chapter XX External causes of morbidity and mortality
17739,17740,,17740,Y09.0 Home,Chapter XX External causes of morbidity and mortality
17740,17741,,17741,Y09.1 Residential institution,Chapter XX External causes of morbidity and mortality
17741,17742,,17742,"Y09.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17742,17743,,17743,Y09.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17743,17744,,17744,Y09.4 Street and highway,Chapter XX External causes of morbidity and mortality
17744,17745,,17745,Y09.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17745,17746,,17746,Y09.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17746,17747,,17747,Y09.7 Farm,Chapter XX External causes of morbidity and mortality
17747,17748,,17748,Y09.8 Other specified place,Chapter XX External causes of morbidity and mortality
17748,17749,,17749,Y09.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17749,17750,,17750,Y09.99 Assault by unspecified means: Unspecified place: During unspecified activity,Chapter XX External causes of morbidity and mortality
17750,17751,1761.0,17751,"Y10 Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Chapter XX External causes of morbidity and mortality
17751,17752,,17752,Y10.0 Home,Chapter XX External causes of morbidity and mortality
17752,17753,,17753,Y10.1 Residential institution,Chapter XX External causes of morbidity and mortality
17753,17754,,17754,"Y10.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17754,17755,,17755,Y10.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17755,17756,,17756,Y10.4 Street and highway,Chapter XX External causes of morbidity and mortality
17756,17757,,17757,Y10.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17757,17758,,17758,Y10.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17758,17759,,17759,Y10.7 Farm,Chapter XX External causes of morbidity and mortality
17759,17760,,17760,Y10.8 Other specified place,Chapter XX External causes of morbidity and mortality
17760,17761,,17761,Y10.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17761,17762,1762.0,17762,"Y11 Poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Chapter XX External causes of morbidity and mortality
17762,17763,,17763,Y11.0 Home,Chapter XX External causes of morbidity and mortality
17763,17764,,17764,"Y11.09 Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent; Home; During unspecified activity",Chapter XX External causes of morbidity and mortality
17764,17765,,17765,Y11.1 Residential institution,Chapter XX External causes of morbidity and mortality
17765,17766,,17766,"Y11.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17766,17767,,17767,Y11.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17767,17768,,17768,Y11.4 Street and highway,Chapter XX External causes of morbidity and mortality
17768,17769,,17769,Y11.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17769,17770,,17770,Y11.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17770,17771,,17771,Y11.7 Farm,Chapter XX External causes of morbidity and mortality
17771,17772,,17772,Y11.8 Other specified place,Chapter XX External causes of morbidity and mortality
17772,17773,,17773,Y11.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17773,17774,1763.0,17774,"Y12 Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Chapter XX External causes of morbidity and mortality
17774,17775,,17775,Y12.0 Home,Chapter XX External causes of morbidity and mortality
17775,17776,,17776,Y12.1 Residential institution,Chapter XX External causes of morbidity and mortality
17776,17777,,17777,"Y12.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17777,17778,,17778,Y12.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17778,17779,,17779,Y12.4 Street and highway,Chapter XX External causes of morbidity and mortality
17779,17780,,17780,Y12.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17780,17781,,17781,Y12.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17781,17782,,17782,Y12.7 Farm,Chapter XX External causes of morbidity and mortality
17782,17783,,17783,Y12.8 Other specified place,Chapter XX External causes of morbidity and mortality
17783,17784,,17784,Y12.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17784,17785,1764.0,17785,"Y13 Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Chapter XX External causes of morbidity and mortality
17785,17786,,17786,Y13.0 Home,Chapter XX External causes of morbidity and mortality
17786,17787,,17787,Y13.1 Residential institution,Chapter XX External causes of morbidity and mortality
17787,17788,,17788,"Y13.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17788,17789,,17789,Y13.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17789,17790,,17790,Y13.4 Street and highway,Chapter XX External causes of morbidity and mortality
17790,17791,,17791,Y13.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17791,17792,,17792,Y13.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17792,17793,,17793,Y13.7 Farm,Chapter XX External causes of morbidity and mortality
17793,17794,,17794,Y13.8 Other specified place,Chapter XX External causes of morbidity and mortality
17794,17795,,17795,Y13.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17795,17796,1765.0,17796,"Y14 Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Chapter XX External causes of morbidity and mortality
17796,17797,,17797,Y14.0 Home,Chapter XX External causes of morbidity and mortality
17797,17798,,17798,Y14.1 Residential institution,Chapter XX External causes of morbidity and mortality
17798,17799,,17799,"Y14.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17799,17800,,17800,Y14.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17800,17801,,17801,Y14.4 Street and highway,Chapter XX External causes of morbidity and mortality
17801,17802,,17802,Y14.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17802,17803,,17803,Y14.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17803,17804,,17804,Y14.7 Farm,Chapter XX External causes of morbidity and mortality
17804,17805,,17805,Y14.8 Other specified place,Chapter XX External causes of morbidity and mortality
17805,17806,,17806,Y14.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17806,17807,1766.0,17807,"Y15 Poisoning by and exposure to alcohol, undetermined intent",Chapter XX External causes of morbidity and mortality
17807,17808,,17808,Y15.0 Home,Chapter XX External causes of morbidity and mortality
17808,17809,,17809,Y15.1 Residential institution,Chapter XX External causes of morbidity and mortality
17809,17810,,17810,"Y15.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17810,17811,,17811,Y15.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17811,17812,,17812,Y15.4 Street and highway,Chapter XX External causes of morbidity and mortality
17812,17813,,17813,Y15.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17813,17814,,17814,Y15.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17814,17815,,17815,Y15.7 Farm,Chapter XX External causes of morbidity and mortality
17815,17816,,17816,Y15.8 Other specified place,Chapter XX External causes of morbidity and mortality
17816,17817,,17817,Y15.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17817,17818,,17818,"Y16 Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Chapter XX External causes of morbidity and mortality
17818,17819,,17819,Y16.0 Home,Chapter XX External causes of morbidity and mortality
17819,17820,,17820,Y16.1 Residential institution,Chapter XX External causes of morbidity and mortality
17820,17821,,17821,"Y16.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17821,17822,,17822,Y16.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17822,17823,,17823,Y16.4 Street and highway,Chapter XX External causes of morbidity and mortality
17823,17824,,17824,Y16.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17824,17825,,17825,Y16.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17825,17826,,17826,Y16.7 Farm,Chapter XX External causes of morbidity and mortality
17826,17827,,17827,Y16.8 Other specified place,Chapter XX External causes of morbidity and mortality
17827,17828,,17828,Y16.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17828,17829,1767.0,17829,"Y17 Poisoning by and exposure to other gases and vapours, undetermined intent",Chapter XX External causes of morbidity and mortality
17829,17830,,17830,Y17.0 Home,Chapter XX External causes of morbidity and mortality
17830,17831,,17831,Y17.1 Residential institution,Chapter XX External causes of morbidity and mortality
17831,17832,,17832,"Y17.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17832,17833,,17833,Y17.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17833,17834,,17834,Y17.4 Street and highway,Chapter XX External causes of morbidity and mortality
17834,17835,,17835,Y17.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17835,17836,,17836,Y17.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17836,17837,,17837,Y17.7 Farm,Chapter XX External causes of morbidity and mortality
17837,17838,,17838,Y17.8 Other specified place,Chapter XX External causes of morbidity and mortality
17838,17839,,17839,Y17.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17839,17840,1768.0,17840,"Y18 Poisoning by and exposure to pesticides, undetermined intent",Chapter XX External causes of morbidity and mortality
17840,17841,,17841,Y18.0 Home,Chapter XX External causes of morbidity and mortality
17841,17842,,17842,Y18.1 Residential institution,Chapter XX External causes of morbidity and mortality
17842,17843,,17843,"Y18.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17843,17844,,17844,Y18.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17844,17845,,17845,Y18.4 Street and highway,Chapter XX External causes of morbidity and mortality
17845,17846,,17846,Y18.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17846,17847,,17847,Y18.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17847,17848,,17848,Y18.7 Farm,Chapter XX External causes of morbidity and mortality
17848,17849,,17849,Y18.8 Other specified place,Chapter XX External causes of morbidity and mortality
17849,17850,,17850,Y18.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17850,17851,1769.0,17851,"Y19 Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent",Chapter XX External causes of morbidity and mortality
17851,17852,,17852,Y19.0 Home,Chapter XX External causes of morbidity and mortality
17852,17853,,17853,Y19.1 Residential institution,Chapter XX External causes of morbidity and mortality
17853,17854,,17854,"Y19.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17854,17855,,17855,Y19.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17855,17856,,17856,Y19.4 Street and highway,Chapter XX External causes of morbidity and mortality
17856,17857,,17857,Y19.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17857,17858,,17858,Y19.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17858,17859,,17859,Y19.7 Farm,Chapter XX External causes of morbidity and mortality
17859,17860,,17860,Y19.8 Other specified place,Chapter XX External causes of morbidity and mortality
17860,17861,,17861,Y19.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17861,17862,1770.0,17862,"Y20 Hanging, strangulation and suffocation, undetermined intent",Chapter XX External causes of morbidity and mortality
17862,17863,,17863,Y20.0 Home,Chapter XX External causes of morbidity and mortality
17863,17864,,17864,Y20.1 Residential institution,Chapter XX External causes of morbidity and mortality
17864,17865,,17865,"Y20.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17865,17866,,17866,Y20.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17866,17867,,17867,Y20.4 Street and highway,Chapter XX External causes of morbidity and mortality
17867,17868,,17868,Y20.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17868,17869,,17869,Y20.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17869,17870,,17870,Y20.7 Farm,Chapter XX External causes of morbidity and mortality
17870,17871,,17871,Y20.8 Other specified place,Chapter XX External causes of morbidity and mortality
17871,17872,,17872,Y20.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17872,17873,1771.0,17873,"Y21 Drowning and submersion, undetermined intent",Chapter XX External causes of morbidity and mortality
17873,17874,,17874,Y21.0 Home,Chapter XX External causes of morbidity and mortality
17874,17875,,17875,Y21.1 Residential institution,Chapter XX External causes of morbidity and mortality
17875,17876,,17876,"Y21.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17876,17877,,17877,Y21.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17877,17878,,17878,Y21.4 Street and highway,Chapter XX External causes of morbidity and mortality
17878,17879,,17879,Y21.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17879,17880,,17880,Y21.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17880,17881,,17881,Y21.7 Farm,Chapter XX External causes of morbidity and mortality
17881,17882,,17882,Y21.8 Other specified place,Chapter XX External causes of morbidity and mortality
17882,17883,,17883,Y21.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17883,17884,,17884,"Y22 Handgun discharge, undetermined intent",Chapter XX External causes of morbidity and mortality
17884,17885,,17885,Y22.0 Home,Chapter XX External causes of morbidity and mortality
17885,17886,,17886,Y22.1 Residential institution,Chapter XX External causes of morbidity and mortality
17886,17887,,17887,"Y22.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17887,17888,,17888,Y22.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17888,17889,,17889,Y22.4 Street and highway,Chapter XX External causes of morbidity and mortality
17889,17890,,17890,Y22.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17890,17891,,17891,Y22.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17891,17892,,17892,Y22.7 Farm,Chapter XX External causes of morbidity and mortality
17892,17893,,17893,Y22.8 Other specified place,Chapter XX External causes of morbidity and mortality
17893,17894,,17894,Y22.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17894,17895,1772.0,17895,"Y23 Rifle, shotgun and larger firearm discharge, undetermined intent",Chapter XX External causes of morbidity and mortality
17895,17896,,17896,Y23.0 Home,Chapter XX External causes of morbidity and mortality
17896,17897,,17897,Y23.1 Residential institution,Chapter XX External causes of morbidity and mortality
17897,17898,,17898,"Y23.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17898,17899,,17899,Y23.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17899,17900,,17900,Y23.4 Street and highway,Chapter XX External causes of morbidity and mortality
17900,17901,,17901,Y23.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17901,17902,,17902,Y23.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17902,17903,,17903,Y23.7 Farm,Chapter XX External causes of morbidity and mortality
17903,17904,,17904,Y23.8 Other specified place,Chapter XX External causes of morbidity and mortality
17904,17905,,17905,Y23.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17905,17906,1773.0,17906,"Y24 Other and unspecified firearm discharge, undetermined intent",Chapter XX External causes of morbidity and mortality
17906,17907,,17907,Y24.0 Home,Chapter XX External causes of morbidity and mortality
17907,17908,,17908,Y24.1 Residential institution,Chapter XX External causes of morbidity and mortality
17908,17909,,17909,"Y24.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17909,17910,,17910,Y24.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17910,17911,,17911,Y24.4 Street and highway,Chapter XX External causes of morbidity and mortality
17911,17912,,17912,Y24.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17912,17913,,17913,Y24.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17913,17914,,17914,Y24.7 Farm,Chapter XX External causes of morbidity and mortality
17914,17915,,17915,Y24.8 Other specified place,Chapter XX External causes of morbidity and mortality
17915,17916,,17916,Y24.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17916,17917,1774.0,17917,"Y25 Contact with explosive material, undetermined intent",Chapter XX External causes of morbidity and mortality
17917,17918,,17918,Y25.0 Home,Chapter XX External causes of morbidity and mortality
17918,17919,,17919,Y25.1 Residential institution,Chapter XX External causes of morbidity and mortality
17919,17920,,17920,"Y25.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17920,17921,,17921,Y25.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17921,17922,,17922,Y25.4 Street and highway,Chapter XX External causes of morbidity and mortality
17922,17923,,17923,Y25.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17923,17924,,17924,Y25.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17924,17925,,17925,Y25.7 Farm,Chapter XX External causes of morbidity and mortality
17925,17926,,17926,Y25.8 Other specified place,Chapter XX External causes of morbidity and mortality
17926,17927,,17927,Y25.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17927,17928,1775.0,17928,"Y26 Exposure to smoke, fire and flames, undetermined intent",Chapter XX External causes of morbidity and mortality
17928,17929,,17929,Y26.0 Home,Chapter XX External causes of morbidity and mortality
17929,17930,,17930,Y26.1 Residential institution,Chapter XX External causes of morbidity and mortality
17930,17931,,17931,"Y26.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17931,17932,,17932,Y26.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17932,17933,,17933,Y26.4 Street and highway,Chapter XX External causes of morbidity and mortality
17933,17934,,17934,Y26.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17934,17935,,17935,Y26.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17935,17936,,17936,Y26.7 Farm,Chapter XX External causes of morbidity and mortality
17936,17937,,17937,Y26.8 Other specified place,Chapter XX External causes of morbidity and mortality
17937,17938,,17938,Y26.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17938,17939,,17939,"Y27 Contact with steam, hot vapours and hot objects, undetermined intent",Chapter XX External causes of morbidity and mortality
17939,17940,,17940,Y27.0 Home,Chapter XX External causes of morbidity and mortality
17940,17941,,17941,Y27.1 Residential institution,Chapter XX External causes of morbidity and mortality
17941,17942,,17942,"Y27.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17942,17943,,17943,Y27.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17943,17944,,17944,Y27.4 Street and highway,Chapter XX External causes of morbidity and mortality
17944,17945,,17945,Y27.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17945,17946,,17946,Y27.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17946,17947,,17947,Y27.7 Farm,Chapter XX External causes of morbidity and mortality
17947,17948,,17948,Y27.8 Other specified place,Chapter XX External causes of morbidity and mortality
17948,17949,,17949,Y27.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17949,17950,1776.0,17950,"Y28 Contact with sharp object, undetermined intent",Chapter XX External causes of morbidity and mortality
17950,17951,,17951,Y28.0 Home,Chapter XX External causes of morbidity and mortality
17951,17952,,17952,Y28.1 Residential institution,Chapter XX External causes of morbidity and mortality
17952,17953,,17953,"Y28.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17953,17954,,17954,Y28.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17954,17955,,17955,Y28.4 Street and highway,Chapter XX External causes of morbidity and mortality
17955,17956,,17956,Y28.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17956,17957,,17957,"Y28.59 Contact with sharp object, undetermined intent; Trade and service area; During unspecified activity",Chapter XX External causes of morbidity and mortality
17957,17958,,17958,Y28.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17958,17959,,17959,Y28.7 Farm,Chapter XX External causes of morbidity and mortality
17959,17960,,17960,Y28.8 Other specified place,Chapter XX External causes of morbidity and mortality
17960,17961,,17961,Y28.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17961,17962,1777.0,17962,"Y29 Contact with blunt object, undetermined intent",Chapter XX External causes of morbidity and mortality
17962,17963,,17963,Y29.0 Home,Chapter XX External causes of morbidity and mortality
17963,17964,,17964,Y29.1 Residential institution,Chapter XX External causes of morbidity and mortality
17964,17965,,17965,"Y29.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17965,17966,,17966,Y29.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17966,17967,,17967,Y29.4 Street and highway,Chapter XX External causes of morbidity and mortality
17967,17968,,17968,Y29.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17968,17969,,17969,Y29.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17969,17970,,17970,Y29.7 Farm,Chapter XX External causes of morbidity and mortality
17970,17971,,17971,Y29.8 Other specified place,Chapter XX External causes of morbidity and mortality
17971,17972,,17972,Y29.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17972,17973,1778.0,17973,"Y30 Falling, jumping or pushed from a high place, undetermined intent",Chapter XX External causes of morbidity and mortality
17973,17974,,17974,Y30.0 Home,Chapter XX External causes of morbidity and mortality
17974,17975,,17975,Y30.1 Residential institution,Chapter XX External causes of morbidity and mortality
17975,17976,,17976,"Y30.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17976,17977,,17977,Y30.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17977,17978,,17978,Y30.4 Street and highway,Chapter XX External causes of morbidity and mortality
17978,17979,,17979,Y30.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17979,17980,,17980,Y30.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
17980,17981,,17981,Y30.7 Farm,Chapter XX External causes of morbidity and mortality
17981,17982,,17982,Y30.8 Other specified place,Chapter XX External causes of morbidity and mortality
17982,17983,,17983,Y30.9 Unspecified place,Chapter XX External causes of morbidity and mortality
17983,17984,1779.0,17984,"Y31 Falling, lying or running before or into moving object, undetermined intent",Chapter XX External causes of morbidity and mortality
17984,17985,,17985,Y31.0 Home,Chapter XX External causes of morbidity and mortality
17985,17986,,17986,Y31.1 Residential institution,Chapter XX External causes of morbidity and mortality
17986,17987,,17987,"Y31.2 School, other institution and public administrative area",Chapter XX External causes of morbidity and mortality
17987,17988,,17988,Y31.3 Sports and athletics area,Chapter XX External causes of morbidity and mortality
17988,17989,,17989,Y31.4 Street and highway,Chapter XX External causes of morbidity and mortality
17989,17990,,17990,Y31.5 Trade and service area,Chapter XX External causes of morbidity and mortality
17990,17991,,17991,Y31.6 Industrial and construction area,Chapter XX External causes of morbidity and mortality
